Company Name,Industry,Country,GenAI Tool,Adoption Year,Number of Employees Impacted,New Roles Created,Training Hours Provided,Productivity Change (%),Employee Sentiment
Ward-Wiley Pvt. Ltd.,Defense,Canada,Mixtral,2022,7673,28,3201,30.7,"We now finish tasks faster, but some older employees are struggling. HR hosted webinars weekly."
"Robinson, Ball and Lynch Pvt. Ltd.",Transportation,Brazil,ChatGPT,2024,8775,14,3296,23.6,I love using AI—it makes my job easier and more fun. Clients now expect faster results due to AI use.
King-Colon Pvt. Ltd.,Entertainment,Canada,Mixtral,2024,13876,7,11010,30.9,There's concern that AI will replace some of us soon. Managers were initially skeptical.
"Harrison, Murphy and Cox Pvt. Ltd.",Technology,Canada,Groq,2024,13913,2,3900,5.4,"Mixed responses—management excited, staff feel uncertain. It changed how we communicate internally."
"Schmitt, Rogers and Ferguson Pvt. Ltd.",Healthcare,Switzerland,Gemini,2024,19134,21,19101,3.1,"AI helped me reduce repetitive tasks, but learning curve was steep. Some departments feel left behind."
Hall-Stewart Pvt. Ltd.,Transportation,USA,LLaMA,2024,11655,6,18414,20.6,I love using AI—it makes my job easier and more fun. Job rotations have increased.
"Thomas, Thompson and Holland Pvt. Ltd.",Technology,Australia,LLaMA,2023,13308,20,21764,8.6,"Mixed responses—management excited, staff feel uncertain. HR hosted webinars weekly."
"Mckee, Fitzpatrick and Ball Pvt. Ltd.",Hospitality,Australia,LLaMA,2022,13326,12,15956,21.5,"Mixed responses—management excited, staff feel uncertain. My team adapted faster than others."
"Jones, Case and Macias Pvt. Ltd.",Defense,Switzerland,Mixtral,2023,3044,22,13795,14.3,"We now finish tasks faster, but some older employees are struggling. HR hosted webinars weekly."
Valenzuela-Trevino Pvt. Ltd.,Entertainment,UAE,Mixtral,2022,5141,8,8389,30.8,"AI helped me reduce repetitive tasks, but learning curve was steep. Managers were initially skeptical."
"Richards, Ford and Anderson Pvt. Ltd.",Transportation,Brazil,Mixtral,2023,15162,21,22436,19.0,I love using AI—it makes my job easier and more fun. Managers were initially skeptical.
"Nelson, Brown and Miller Pvt. Ltd.",Utilities,Germany,Groq,2023,15575,16,11899,32.2,New roles are exciting; transition was smoother than expected. Monthly town halls discuss the AI rollout.
Vazquez-Webb Pvt. Ltd.,Technology,UAE,LLaMA,2023,2642,5,20951,22.2,New roles are exciting; transition was smoother than expected. Some departments feel left behind.
"Walker, Kane and Simmons Pvt. Ltd.",Manufacturing,Japan,Gemini,2023,2562,24,9876,17.7,Our workflows have improved drastically with generative AI. HR hosted webinars weekly.
Bowman-Garcia Pvt. Ltd.,Hospitality,Germany,Groq,2023,19828,18,6961,16.3,New roles are exciting; transition was smoother than expected. HR hosted webinars weekly.
"Byrd, Rodriguez and Hull Pvt. Ltd.",Education,UK,ChatGPT,2023,13725,14,23891,25.5,"We now finish tasks faster, but some older employees are struggling. Internal newsletters now highlight AI use cases."
Glover-Byrd Pvt. Ltd.,Telecom,France,LLaMA,2022,12488,11,12805,12.9,Collaboration improved; documentation and meetings are more efficient. Internal newsletters now highlight AI use cases.
Holder-Ross Pvt. Ltd.,Advertising,UAE,Gemini,2022,12738,17,23268,34.4,Our workflows have improved drastically with generative AI. Managers were initially skeptical.
Hansen-Hill Pvt. Ltd.,Finance,Brazil,ChatGPT,2023,17376,13,17142,17.0,"AI helped me reduce repetitive tasks, but learning curve was steep. It changed how we communicate internally."
"Burns, Booth and Underwood Pvt. Ltd.",Defense,UAE,Mixtral,2022,1151,27,4924,34.5,There's concern that AI will replace some of us soon. Some departments feel left behind.
"Erickson, Palmer and Crane Pvt. Ltd.",Utilities,UK,ChatGPT,2022,12408,26,22991,11.1,Our workflows have improved drastically with generative AI. Monthly town halls discuss the AI rollout.
"Vargas, Benton and Diaz Pvt. Ltd.",Hospitality,UAE,Mixtral,2023,17654,24,12798,29.8,"Job roles have shifted a lot, which is both good and scary. Job rotations have increased."
"Harris, Luna and Turner Pvt. Ltd.",Manufacturing,UAE,Claude,2023,3649,22,2917,15.5,New roles are exciting; transition was smoother than expected. Clients now expect faster results due to AI use.
"Hamilton, Wilson and Lynch Pvt. Ltd.",Hospitality,Brazil,LLaMA,2023,9814,5,17754,28.8,Collaboration improved; documentation and meetings are more efficient. It changed how we communicate internally.
"Robinson, Russell and Thomas Pvt. Ltd.",Healthcare,Switzerland,Claude,2022,3399,27,21832,7.3,New roles are exciting; transition was smoother than expected. Internal newsletters now highlight AI use cases.
"Morris, Butler and Thompson Pvt. Ltd.",Technology,India,Groq,2022,3049,23,596,17.0,There's concern that AI will replace some of us soon. My team adapted faster than others.
White-Cruz Pvt. Ltd.,Technology,USA,Groq,2024,13710,29,22533,6.9,"Productivity increased, but there's anxiety about job security. It changed how we communicate internally."
Hunt-Ramirez Pvt. Ltd.,Finance,Brazil,Groq,2023,175,3,5547,20.1,Collaboration improved; documentation and meetings are more efficient. Clients now expect faster results due to AI use.
"Peters, Garcia and Santos Pvt. Ltd.",Manufacturing,India,Gemini,2022,12957,20,5998,26.5,"New roles are exciting; transition was smoother than expected. Overall, it's a big shift."
Sparks-Garcia Pvt. Ltd.,Transportation,South Korea,Groq,2024,11105,25,7063,6.1,"Productivity increased, but there's anxiety about job security. Monthly town halls discuss the AI rollout."
"Harris, Santiago and Taylor Pvt. Ltd.",Transportation,France,Groq,2024,16610,12,10431,21.4,There's concern that AI will replace some of us soon. Internal newsletters now highlight AI use cases.
"Mason, Washington and Lamb Pvt. Ltd.",Advertising,South Africa,Gemini,2022,11703,5,9216,31.1,"Job roles have shifted a lot, which is both good and scary. Monthly town halls discuss the AI rollout."
Schwartz-Adams Pvt. Ltd.,Healthcare,South Africa,Mixtral,2023,16574,11,12660,16.9,"We now finish tasks faster, but some older employees are struggling. Clients now expect faster results due to AI use."
"Watson, Smith and Peters Pvt. Ltd.",Transportation,Japan,Gemini,2023,17724,13,10659,11.3,"We now finish tasks faster, but some older employees are struggling. Managers were initially skeptical."
"Williams, Howe and Randolph Pvt. Ltd.",Hospitality,India,LLaMA,2023,14234,27,3604,5.5,"Our workflows have improved drastically with generative AI. Overall, it's a big shift."
Foley-Macdonald Pvt. Ltd.,Utilities,USA,Claude,2024,15314,22,18837,23.1,I love using AI—it makes my job easier and more fun. Job rotations have increased.
"Martin, Rodriguez and Howard Pvt. Ltd.",Telecom,Switzerland,Groq,2023,14361,3,4047,8.8,"Mixed responses—management excited, staff feel uncertain. Internal newsletters now highlight AI use cases."
"Johnson, Curtis and Dickerson Pvt. Ltd.",Manufacturing,Germany,Groq,2024,3602,22,5060,24.0,I love using AI—it makes my job easier and more fun. Clients now expect faster results due to AI use.
"Tyler, Smith and Juarez Pvt. Ltd.",Finance,Singapore,Gemini,2024,4324,21,11010,15.3,"Job roles have shifted a lot, which is both good and scary. Some departments feel left behind."
Shelton-Ellison Pvt. Ltd.,Legal Services,Japan,ChatGPT,2023,6889,12,17863,19.9,"Our workflows have improved drastically with generative AI. Overall, it's a big shift."
Reed-Whitaker Pvt. Ltd.,Entertainment,Japan,ChatGPT,2022,1859,9,20374,24.1,Our workflows have improved drastically with generative AI. Internal newsletters now highlight AI use cases.
"Evans, Contreras and Cobb Pvt. Ltd.",Advertising,Germany,LLaMA,2022,16787,2,6521,27.5,Our workflows have improved drastically with generative AI. Monthly town halls discuss the AI rollout.
Williams-Wu Pvt. Ltd.,Hospitality,UAE,Mixtral,2023,2254,29,16078,33.3,"Productivity increased, but there's anxiety about job security. Overall, it's a big shift."
"Willis, Barnett and Smith Pvt. Ltd.",Finance,France,Mixtral,2024,15786,24,7077,27.1,"AI helped me reduce repetitive tasks, but learning curve was steep. Internal newsletters now highlight AI use cases."
Smith-Powers Pvt. Ltd.,Transportation,Australia,Mixtral,2023,19382,20,869,33.3,"Productivity increased, but there's anxiety about job security. Internal newsletters now highlight AI use cases."
"Hensley, Rodriguez and Butler Pvt. Ltd.",Finance,Australia,Mixtral,2022,8693,25,4028,3.9,There's concern that AI will replace some of us soon. It changed how we communicate internally.
Taylor-Carr Pvt. Ltd.,Telecom,Singapore,Gemini,2022,14459,6,23649,19.9,"Mixed responses—management excited, staff feel uncertain. Managers were initially skeptical."
"Sawyer, Lamb and Ramirez Pvt. Ltd.",Education,Australia,LLaMA,2023,3129,21,4577,33.5,New roles are exciting; transition was smoother than expected. Monthly town halls discuss the AI rollout.
Dillon-Lyons Pvt. Ltd.,Technology,Brazil,Groq,2022,12363,8,7322,6.1,I love using AI—it makes my job easier and more fun. HR hosted webinars weekly.
"Downs, Rojas and Boyd Pvt. Ltd.",Education,UK,Gemini,2023,9390,16,22865,13.2,There's concern that AI will replace some of us soon. HR hosted webinars weekly.
Rivera-Cole Pvt. Ltd.,Education,UAE,ChatGPT,2024,119,22,16285,8.0,"AI helped me reduce repetitive tasks, but learning curve was steep. Managers were initially skeptical."
White-Franco Pvt. Ltd.,Legal Services,Canada,Mixtral,2024,13848,4,15953,31.5,"Productivity increased, but there's anxiety about job security. Internal newsletters now highlight AI use cases."
"Brooks, Patterson and Pham Pvt. Ltd.",Manufacturing,South Africa,ChatGPT,2022,13359,29,8719,33.0,There's concern that AI will replace some of us soon. It changed how we communicate internally.
"Reed, Howard and Underwood Pvt. Ltd.",Advertising,Canada,ChatGPT,2024,8416,14,22231,19.3,"AI helped me reduce repetitive tasks, but learning curve was steep. It changed how we communicate internally."
"Riley, Webb and Beltran Pvt. Ltd.",Telecom,India,Groq,2023,19681,23,11094,14.6,There's concern that AI will replace some of us soon. It changed how we communicate internally.
"Meyer, Harmon and Sheppard Pvt. Ltd.",Education,UAE,Groq,2024,7910,18,4222,27.6,Our workflows have improved drastically with generative AI. It changed how we communicate internally.
Baker-Hansen Pvt. Ltd.,Legal Services,Canada,Groq,2024,2150,20,12590,32.8,"I love using AI—it makes my job easier and more fun. Overall, it's a big shift."
Davis-Barr Pvt. Ltd.,Education,USA,ChatGPT,2022,18940,30,5781,26.3,"Mixed responses—management excited, staff feel uncertain. My team adapted faster than others."
"Foster, Wilson and Ware Pvt. Ltd.",Advertising,Singapore,ChatGPT,2022,1323,10,12675,8.7,"Job roles have shifted a lot, which is both good and scary. Internal newsletters now highlight AI use cases."
"Cohen, Clark and Johnson Pvt. Ltd.",Transportation,Switzerland,Mixtral,2022,8560,15,13189,7.5,Collaboration improved; documentation and meetings are more efficient. It changed how we communicate internally.
Miller-Ryan Pvt. Ltd.,Healthcare,Germany,Claude,2024,2379,2,686,26.1,"Mixed responses—management excited, staff feel uncertain. Managers were initially skeptical."
Evans-Thomas Pvt. Ltd.,Telecom,Germany,Gemini,2024,19513,6,8146,3.9,"We now finish tasks faster, but some older employees are struggling. Overall, it's a big shift."
Gutierrez-Boyd Pvt. Ltd.,Transportation,Australia,Gemini,2023,957,21,19598,26.4,New roles are exciting; transition was smoother than expected. Clients now expect faster results due to AI use.
"Rodriguez, Cruz and King Pvt. Ltd.",Legal Services,France,Claude,2023,16663,11,21928,30.9,"New roles are exciting; transition was smoother than expected. Overall, it's a big shift."
"Brady, Clayton and Smith Pvt. Ltd.",Telecom,South Korea,Groq,2023,5833,11,15410,19.4,Our workflows have improved drastically with generative AI. Internal newsletters now highlight AI use cases.
"Riley, Moore and Chase Pvt. Ltd.",Advertising,USA,ChatGPT,2024,18197,15,23797,31.1,"Mixed responses—management excited, staff feel uncertain. Some departments feel left behind."
"Rivera, Gutierrez and Perez Pvt. Ltd.",Finance,Canada,Mixtral,2024,15937,29,22889,21.7,New roles are exciting; transition was smoother than expected. Job rotations have increased.
"Cochran, Garcia and Gomez Pvt. Ltd.",Finance,Germany,LLaMA,2022,3889,5,10760,6.6,Our workflows have improved drastically with generative AI. It changed how we communicate internally.
Rice-Kent Pvt. Ltd.,Transportation,UK,Mixtral,2023,14707,17,3463,8.4,There's concern that AI will replace some of us soon. Some departments feel left behind.
"Choi, Glover and Ochoa Pvt. Ltd.",Hospitality,UAE,Gemini,2022,3627,27,2881,6.9,Collaboration improved; documentation and meetings are more efficient. Some departments feel left behind.
Hines-Crawford Pvt. Ltd.,Manufacturing,Australia,Claude,2023,19174,23,23124,23.8,"Productivity increased, but there's anxiety about job security. Internal newsletters now highlight AI use cases."
Harris-Allen Pvt. Ltd.,Education,Singapore,Mixtral,2022,11780,5,8830,30.7,Collaboration improved; documentation and meetings are more efficient. Managers were initially skeptical.
"Chavez, Li and Daniels Pvt. Ltd.",Legal Services,Canada,LLaMA,2022,8030,13,8210,7.4,"Mixed responses—management excited, staff feel uncertain. Job rotations have increased."
"Alexander, Morgan and Meyer Pvt. Ltd.",Advertising,Japan,Claude,2024,6247,11,14387,25.5,"Job roles have shifted a lot, which is both good and scary. Monthly town halls discuss the AI rollout."
Giles-Ross Pvt. Ltd.,Retail,Switzerland,Mixtral,2024,1037,28,8517,22.3,New roles are exciting; transition was smoother than expected. My team adapted faster than others.
Beltran-Mckee Pvt. Ltd.,Utilities,South Korea,LLaMA,2023,9869,22,1446,14.4,I love using AI—it makes my job easier and more fun. HR hosted webinars weekly.
Williams-Cain Pvt. Ltd.,Manufacturing,South Korea,LLaMA,2022,18709,10,24482,30.0,"Job roles have shifted a lot, which is both good and scary. Job rotations have increased."
"Soto, Harris and Rogers Pvt. Ltd.",Finance,Canada,LLaMA,2024,15986,5,17827,26.5,"AI helped me reduce repetitive tasks, but learning curve was steep. My team adapted faster than others."
Patterson-Taylor Pvt. Ltd.,Defense,France,Groq,2023,282,2,20667,27.2,"Mixed responses—management excited, staff feel uncertain. HR hosted webinars weekly."
"White, Thornton and Castillo Pvt. Ltd.",Finance,South Africa,Gemini,2022,12674,27,12042,19.4,"We now finish tasks faster, but some older employees are struggling. Some departments feel left behind."
"Mccoy, Salinas and Nicholson Pvt. Ltd.",Manufacturing,UAE,LLaMA,2023,2948,10,24581,27.7,"Job roles have shifted a lot, which is both good and scary. Some departments feel left behind."
"Hughes, Swanson and Long Pvt. Ltd.",Defense,UK,Claude,2022,4380,22,21020,34.8,"Job roles have shifted a lot, which is both good and scary. Job rotations have increased."
"Hernandez, Nguyen and Hoffman Pvt. Ltd.",Defense,Brazil,Claude,2024,150,5,13493,13.2,"Job roles have shifted a lot, which is both good and scary. My team adapted faster than others."
